1773407569.021048 server started (23994): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1773407569.021069 on Darwin 25.3.0 Darwin Kernel Version 25.3.0: Wed Jan 28 20:54:46 PST 2026; root:xnu-12377.91.3~2/RELEASE_ARM64_T6000
1773407569.021074 using libevent 2.1.12-stable select
1773407569.021081 using utf8proc 2.11.3
1773407569.021085 using ncurses 6.5 20240427
1773407584.091471 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]'
1773407584.091487 format_expand1: found #*1[
1773407584.091498 format_expand1: found #{}: E:status-right-style
1773407584.091509 format_replace: modifier 0 is E
1773407584.091523 format_replace: format 'status-right-style' found: default
1773407584.091534 format_expand1: expanding format: default
1773407584.091544 format_expand1: result is: default
1773407584.091555 format_replace: replaced 'E:status-right-style' with 'default'
1773407584.091566 format_expand1: found #*1[
1773407584.091577 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1773407584.091589 format_expand1: expanding format: #{status-right-length}
1773407584.091600 format_expand1: found #{}: status-right-length
1773407584.091613 format_replace: format 'status-right-length' found: 40
1773407584.091624 format_replace: replaced 'status-right-length' with '40'
1773407584.091635 format_expand1: result is: 40
1773407584.091646 format_replace: modifier 0 is T
1773407584.091656 format_replace: modifier 1 is =
1773407584.091667 format_replace: modifier 1 argument 0: 40
1773407584.091681 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1773407584.091693 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1773407584.092397 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 13:13 13-Mar-26
1773407584.092414 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1773407584.092426 format_replace: condition is: window_bigger
1773407584.092440 format_replace: condition 'window_bigger' found: 0
1773407584.092452 format_replace: condition 'window_bigger' is false
1773407584.092463 format_replace: no condition matched in 'window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,'; using last arg
1773407584.092475 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1773407584.092486 format_expand1: found #{}: =21:pane_title
1773407584.092497 format_expand1: expanding format: 21
1773407584.092508 format_expand1: result is: 21
1773407584.092519 format_replace: modifier 0 is =
1773407584.092529 format_replace: modifier 0 argument 0: 21
1773407584.092556 format_replace: format 'pane_title' found: Sals-M1-Maxbook.local
1773407584.092569 format_replace: applied length limit 21: Sals-M1-Maxbook.local
1773407584.092580 format_replace: replaced '=21:pane_title' with 'Sals-M1-Maxbook.local'
1773407584.092591 format_expand1: result is: "Sals-M1-Maxbook.local" 13:13 13-Mar-26
1773407584.092603 format_replace: applied length limit 40: "Sals-M1-Maxbook.local" 13:13 13-Mar-26
1773407584.092615 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"Sals-M1-Maxbook.local" 13:13 13-Mar-26'
1773407584.092626 format_expand1: found #*1[
1773407584.092637 format_expand1: found #*1[
1773407584.092656 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"Sals-M1-Maxbook.local" 13:13 13-Mar-26#[pop-default]#[norange default]
1773407584.092677 screen_write_cursormove: from 80,0 to 0,0
1773407584.092692 format_draw: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"Sals-M1-Maxbook.local" 13:13 13-Mar-26#[pop-default]#[norange default]
1773407584.092706 screen_write_start: size 379x1, no pane
1773407584.092728 screen_write_start: size 379x1, no pane
1773407584.092742 screen_write_start: size 379x1, no pane
1773407584.092756 screen_write_start: size 379x1, no pane
1773407584.092769 screen_write_start: size 379x1, no pane
1773407584.092783 screen_write_start: size 379x1, no pane
1773407584.092796 screen_write_start: size 379x1, no pane
1773407584.092810 screen_write_start: size 379x1, no pane
1773407584.092823 style_parse: align=left range=left default
1773407584.092834 style_parse: align=left
1773407584.092845 style_parse: range=left
1773407584.092856 style_parse: default
1773407584.092869 format_draw: style 'align=left range=left default' -> 'range=left,align=left,fg=black,bg=green'
1773407584.092886 style_parse: push-default
1773407584.092897 style_parse: push-default
1773407584.092910 format_draw: style 'push-default' -> 'range=left,align=left,push-default,fg=black,bg=green'
1773407584.092921 style_parse: pop-default
1773407584.092931 style_parse: pop-default
1773407584.092944 format_draw: style 'pop-default' -> 'range=left,align=left,pop-default,fg=black,bg=green'
1773407584.092954 style_parse: norange default
1773407584.092964 style_parse: norange
1773407584.092975 style_parse: default
1773407584.092986 format_draw: style 'norange default' -> 'align=left,fg=black,bg=green'
1773407584.092997 style_parse: list=on align=left
1773407584.093007 style_parse: list=on
1773407584.093028 style_parse: align=left
1773407584.093040 format_draw: style 'list=on align=left' -> 'list=on,align=left,fg=black,bg=green'
1773407584.093051 format_draw: change LEFT -> LIST
1773407584.093061 style_parse: list=left-marker
1773407584.093071 style_parse: list=left-marker
1773407584.093083 format_draw: style 'list=left-marker' -> 'list=left-marker,align=left,fg=black,bg=green'
1773407584.093094 format_draw: change LIST -> LIST_LEFT
1773407584.093104 style_parse: list=right-marker
1773407584.093115 style_parse: list=right-marker
1773407584.093127 format_draw: style 'list=right-marker' -> 'list=right-marker,align=left,fg=black,bg=green'
1773407584.093137 format_draw: change LIST_LEFT -> LIST_RIGHT
1773407584.093148 style_parse: list=on
1773407584.093158 style_parse: list=on
1773407584.093170 format_draw: style 'list=on' -> 'list=on,align=left,fg=black,bg=green'
1773407584.093180 format_draw: change LIST_RIGHT -> LIST
1773407584.093191 style_parse: range=window|0 list=focus default
1773407584.093201 style_parse: range=window|0
1773407584.093212 style_parse: list=focus
1773407584.093222 style_parse: default
1773407584.093235 format_draw: style 'range=window|0 list=focus default' -> 'list=focus,range=window|0,align=left,fg=black,bg=green'
1773407584.093246 style_parse: push-default
1773407584.093256 style_parse: push-default
1773407584.093269 format_draw: style 'push-default' -> 'list=focus,range=window|0,align=left,push-default,fg=black,bg=green'
1773407584.093280 style_parse: pop-default
1773407584.093291 style_parse: pop-default
1773407584.093303 format_draw: style 'pop-default' -> 'list=focus,range=window|0,align=left,pop-default,fg=black,bg=green'
1773407584.093315 style_parse: norange list=on default
1773407584.093325 style_parse: norange
1773407584.093335 style_parse: list=on
1773407584.093345 style_parse: default
1773407584.093357 format_draw: style 'norange list=on default' -> 'list=on,align=left,fg=black,bg=green'
1773407584.093368 style_parse: nolist align=right range=right default
1773407584.093413 style_parse: nolist
1773407584.093468 style_parse: align=right
1773407584.093480 style_parse: range=right
1773407584.093493 style_parse: default
1773407584.093510 format_draw: style 'nolist align=right range=right default' -> 'range=right,align=right,fg=black,bg=green'
1773407584.093519 format_draw: change LIST -> RIGHT
1773407584.093532 style_parse: push-default
1773407584.093539 style_parse: push-default
1773407584.093554 format_draw: style 'push-default' -> 'range=right,align=right,push-default,fg=black,bg=green'
1773407584.093570 style_parse: pop-default
1773407584.093578 style_parse: pop-default
1773407584.093587 format_draw: style 'pop-default' -> 'range=right,align=right,pop-default,fg=black,bg=green'
1773407584.093599 style_parse: norange default
1773407584.093607 style_parse: norange
1773407584.093614 style_parse: default
1773407584.093624 format_draw: style 'norange default' -> 'align=right,fg=black,bg=green'
1773407584.093637 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093645 format_draw: width LEFT is 4
1773407584.093654 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093661 format_draw: width CENTRE is 0
1773407584.093672 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093680 format_draw: width RIGHT is 39
1773407584.093690 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093698 format_draw: width ABSOLUTE_CENTRE is 0
1773407584.093709 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093717 format_draw: width LIST is 6
1773407584.093727 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093735 format_draw: width LIST_LEFT is 1
1773407584.093745 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093753 format_draw: width LIST_RIGHT is 1
1773407584.093763 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773407584.093771 format_draw: width AFTER is 0
1773407584.093779 format_draw: focus 0-6
1773407584.093787 format_draw: range 1|0 is LEFT 0-5
1773407584.093794 format_draw: range 4|0 is LIST 0-7
1773407584.093802 format_draw: range 2|0 is RIGHT 0-40
1773407584.093814 screen_write_cursormove: from 0,0 to 0,0
1773407584.093822 screen_write_cursormove: from 0,0 to 41,0
1773407584.093834 screen_write_cursormove: from 41,0 to 10,0
1773407584.093842 screen_write_cursormove: from 10,0 to 25,0
1773407584.093850 screen_write_cursormove: from 25,0 to 4,0
1773407584.093858 screen_write_cursormove: from 4,0 to 40,0
1773407584.093869 format_draw: range left at 0-4
1773407584.093877 format_draw: range window|0 at 4-10
1773407584.093885 format_draw: range right at 41-80
1773407584.093901 screen_write_cursormove: from 40,0 to 0,0
1773407584.093909 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1773407584.093921 unref client 0x1049847c0 (2 references)
1773407584.093929 status_redraw exit: force=0, changed=1
1773407584.093940 /dev/ttys013: \033[?25l
1773407584.093950 /dev/ttys013: current mode CURSOR,WRAP,BRACKETPASTE
1773407584.093958 /dev/ttys013: setting mode WRAP,BRACKETPASTE
1773407584.093969 /dev/ttys013: redrawing status
1773407584.093976 screen_redraw_draw_status: /dev/ttys013 @0
1773407584.093985 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=31
1773407584.093992 tty_draw_line: defaults: fg=8, bg=8
1773407584.094008 /dev/ttys013: \033[30m
1773407584.094017 /dev/ttys013: \033[42m
1773407584.094026 /dev/ttys013: \033[32;1H
1773407584.094035 /dev/ttys013: [0] 0:zsh*                               "Sals-M1-Maxbook.local" 13:13 13-Mar-26
1773407584.094043 /dev/ttys013: \033(B\033[m
1773407584.094053 /dev/ttys013: \033[?12l\033[?25h
1773407584.094061 /dev/ttys013: current mode WRAP,BRACKETPASTE
1773407584.094069 /dev/ttys013: setting mode CURSOR,WRAP,BRACKETPASTE
1773407584.094077 /dev/ttys013: redraw added 121 bytes
1773407584.094088 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407584.094096 server_client_reset_state: cursor to 41,0
1773407584.094104 /dev/ttys013: \033[1;42H
1773407584.094115 server_client_check_pane_buffer: pane %0 is on
1773407584.094128 @0 active pane not changed
1773407584.094164 /dev/ttys013: wrote 128 bytes (of 128)
1773407584.094174 /dev/ttys013: waiting for redraw, 0 bytes left
1773407584.094182 cmdq_next <global>: empty
1773407584.094190 cmdq_next </dev/ttys013>: empty
1773407584.094199 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
1773407584.094207 server_client_reset_state: cursor to 41,0
1773407584.094215 server_client_check_pane_buffer: pane %0 is on
1773407584.094222 @0 active pane not changed
1773407587.244834 /dev/ttys013: read 1 bytes (already 0)
1773407587.244960 /dev/ttys013: keys are 1 (\177)
1773407587.244992 /dev/ttys013: next key is 1 (\177) (expired=0)
1773407587.245018 /dev/ttys013: key 0x7f is backspace
1773407587.245042 /dev/ttys013: complete key \177 0x10e25a
1773407587.245075 cmdq_append </dev/ttys013>: [server_client_key_callback/0x99d880000]
1773407587.245107 cmdq_next <global>: empty
1773407587.245134 cmdq_next </dev/ttys013>: enter
1773407587.245160 cmdq_next </dev/ttys013>: [server_client_key_callback/0x99d880000] (1), flags 0
1773407587.245186 session $0 0 activity 1773407587.245182
1773407587.245213 cmd_find_from_client: s=$0 0
1773407587.245236 cmd_find_from_client: wl=0 1 w=@0 zsh
1773407587.245258 cmd_find_from_client: wp=%0
1773407587.245280 cmd_find_from_client: idx=none
1773407587.245307 key table root (pane %0)
1773407587.245332 key table root (pane %0)
1773407587.245355 not found in key table root
1773407587.245436 writing key 0x10e25a (BSpace) to %0
1773407587.245459 input_key: key 0x10e25a is backspace -> 0x7f
1773407587.245473 input_key: \177
1773407587.245492 unref client 0x1049847c0 (2 references)
1773407587.245506 cmdq_next </dev/ttys013>: exit (empty)
1773407587.245519 cmdq_next <global>: empty
1773407587.245531 cmdq_next </dev/ttys013>: empty
1773407587.245548 server_client_reset_state: client /dev/ttys013 mode CURSOR,WRAP,BRACKETPASTE
